Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
78474,1172.3519999999999,423.80448518076156,236.31429443251707,1.79339335438206,0.830108328003528,80373,316.0952388656734,0.7146343684546034,0.9763726624612743,0.7174961860340774,0.745851565801273,0.005400571975186196,0.0010309299207590292,0.5562945582082108,0.9976549637695092,BARBUNYA
84292,1151.256,427.4105530492789,251.95548752226247,1.6963732651844443,0.8077735560012633,85440,327.6032779213547,0.7187611917390044,0.986563670411985,0.7991943579632577,0.7664838305561987,0.005070594517264733,0.0010795695725327214,0.5874974625041035,0.9966149887556616,BARBUNYA
66372,1060.47,369.24276460362745,230.37276408376573,1.6028056357797889,0.781499420615874,67927,290.7016598906209,0.7442392437851112,0.9771077774669866,0.7416482807397763,0.7872914184322111,0.005563230949852761,0.001318405246539804,0.6198277775370029,0.9934634550491694,BARBUNYA
53552,937.5550000000001,336.4962468374512,203.6038358079593,1.652700920403273,0.7961721604333662,54684,261.12166532032046,0.6892149292149292,0.9792992465803526,0.7655825932735644,0.7760017170309141,0.006283542105569376,0.001405513499313838,0.6021786648349268,0.9952212336198974,BARBUNYA
66062,1010.706,357.6602761043642,236.03258974458254,1.5153003934388822,0.7513225613601373,67275,290.02198331211775,0.7086296594261196,0.9819695280564846,0.8126656325380974,0.8108867623517972,0.005414009205055315,0.001443908241340828,0.6575373413573802,0.9963665920595948,BARBUNYA
71973,1022.505,379.7684961216777,242.1072507207248,1.5685961283321814,0.7704398218685548,72745,302.71912683744296,0.8030460251046025,0.9893875867757235,0.8650646965707989,0.7971149000744177,0.005276541149065312,0.0013140527549723793,0.6353921639206487,0.9966736882985364,BARBUNYA
75720,1097.6319999999998,390.07556930263314,248.12210372297332,1.5721113252294117,0.7716171238082912,77033,310.49911163696834,0.7038482989403235,0.9829553567951398,0.7897814875347685,0.7959973299329423,0.005151552684926481,0.0012757464023337962,0.6336117492603732,0.996108206810651,BARBUNYA
63888,1027.994,370.11411185353995,221.09878921307399,1.6739762038988788,0.801958270467549,65071,285.20997183485724,0.8088317212741176,0.9818198583086167,0.7597102696186878,0.7706001006190204,0.0057931710470438885,0.0012601213209187014,0.5938245150740444,0.9940481075257414,BARBUNYA
90260,1196.254,420.47809159657237,274.06890086920475,1.5342057791417902,0.7583882839648961,91653,339.0023618026809,0.7456053396775046,0.9848013703861302,0.7926078828326949,0.8062307372911516,0.004658520846405632,0.001214130060455782,0.650008001753034,0.9972460327779118,BARBUNYA
76522,1051.538,380.1616879836261,257.70024229611346,1.4752088884215984,0.7351816948940185,77430,312.1391299440429,0.7308272687334059,0.9882732790907917,0.8696534678141216,0.8210694023367421,0.004968005122495833,0.001392775986844177,0.6741549634536149,0.9945193942603104,BARBUNYA
70042,1025.456,399.90401786292057,223.28104034420636,1.7910343719575794,0.8296145292322256,70743,298.6306149615948,0.6571653750164193,0.9900908923851123,0.8370171211613008,0.7467557254299947,0.005709488847590311,0.0010951944541176296,0.5576441134624774,0.9987597745311094,BARBUNYA
72923,1083.134,406.96315282678665,229.19767588652255,1.7755989507863819,0.8263272675428324,74095,304.71043191975275,0.6899315016651529,0.9841824684526621,0.7811060713629309,0.7487420662121833,0.005580724227291618,0.0010819302394694987,0.5606146817156894,0.9954268406498197,BARBUNYA
65653,1142.4360000000001,351.94546874053515,237.8849057530051,1.4794779333580694,0.7369804105805853,67253,289.12280406515436,0.7850694153802001,0.9762092397365173,0.6321216716985929,0.8214988677075551,0.005360691342978008,0.0015060120321295162,0.6748603896447951,0.9984410545769031,BARBUNYA
61348,949.0609999999999,356.93935562443517,219.2460921673,1.6280306394335442,0.7891200063532787,62159,279.4829146663759,0.7399884203416,0.9869528145562187,0.8558980137759908,0.7829983168357667,0.005818272080987729,0.001349016007436091,0.6130863641676438,0.9981233854838358,BARBUNYA
79790,1160.7910000000002,425.1604783492928,239.5172087124866,1.7750727834326512,0.8262134628530466,81401,318.7346596691653,0.6805291393383199,0.9802090883404381,0.7441324861193762,0.7496808285348366,0.005328493274210964,0.0010382209880134797,0.5620213446726791,0.9976287926366939,BARBUNYA
51576,861.13,310.8525300919125,211.42622146431037,1.4702647946834055,0.7330733474356255,52274,256.25885888932845,0.7839489284085728,0.9866472816314038,0.874017407436813,0.8243743707460195,0.0060270771306792405,0.0017170559136455601,0.6795931031428956,0.9991818142606477,BARBUNYA
52596,887.9419999999999,312.68668071727944,214.51495934712318,1.4576451062850915,0.7275656670636472,53574,258.78042254948616,0.7529202931745305,0.9817448762459402,0.838288258372078,0.827602960112863,0.00594506579810783,0.0017203807314978546,0.6849266595875733,0.9983799935120211,BARBUNYA
77331,1106.588,387.4660742701333,255.28004541094325,1.517807918148872,0.7522788066920766,78870,313.7847785248909,0.6911465036465037,0.9804868771395968,0.7935815778494263,0.8098380719291741,0.0050104883458138814,0.001329390523270349,0.6558377027459623,0.9954356582483879,BARBUNYA
62499,1002.9960000000001,353.6828433774346,225.35230704525884,1.569466263801783,0.7707321503274073,63749,282.0925350065168,0.7237450060795553,0.9803918492839103,0.7807006312629488,0.7975861433162033,0.005659016038295567,0.0014126386632614387,0.6361436560100152,0.9984060070392453,BARBUNYA
64478,974.289,361.66087931692533,227.70208643061164,1.5883072701976992,0.7769185661382221,65268,286.5238896940948,0.6873254450485022,0.9878960593246308,0.8535831303611228,0.7922446304816188,0.0056090585830349165,0.0013630348383548692,0.6276515545269566,0.9969035272060528,BARBUNYA
48638,874.6659999999999,303.6070160131038,204.6563236399567,1.4834968722844202,0.7386556229052619,49543,248.8530188220124,0.776865576284181,0.9817330399854671,0.7989159329700005,0.8196550333055274,0.006242177227951474,0.0017379620869106404,0.6718343736230851,0.9966641919630094,BARBUNYA
77785,1104.594,381.338440513199,260.26426662227465,1.4651970685881404,0.7308836805596459,79114,314.7045248915634,0.7575919901825194,0.9832014561266021,0.8011251397199318,0.8252630510263775,0.004902467577466079,0.0014026977407450908,0.6810591033893655,0.9978858018213654,BARBUNYA
60595,956.0819999999999,327.7434485213424,236.18992537631124,1.3876267076132178,0.6932939497680038,61552,277.76239884697713,0.7384951006678692,0.984452170522485,0.8330218059962889,0.8474994697838772,0.0054087539982068215,0.0017212134561160294,0.7182553512839529,0.996670308327727,BARBUNYA
75677,1039.3429999999998,394.2064883168658,245.71936924364613,1.6042955406009747,0.7819616458397435,76411,310.4109357399041,0.8258976317799848,0.9903940532122338,0.8803512405430873,0.7874323354373451,0.0052090660083891505,0.0012353573484750698,0.6200496828923118,0.9947429412151841,BARBUNYA
69417,1047.174,366.41299980420314,243.3562737631609,1.5056649008391847,0.7475918754178592,70839,297.29525639821566,0.790266393442623,0.9799263117774107,0.795496005880097,0.8113665632962769,0.0052784332339946,0.00141108514714174,0.6583157000352111,0.9912028432143947,BARBUNYA
77356,1098.0529999999999,396.23788935629057,251.35733035550032,1.5763928141498098,0.7730380517797697,78978,313.8354954789742,0.7401638089406001,0.9794626351642229,0.8062268604349726,0.7920380758862223,0.005122264457266283,0.0012434433380373556,0.6273243136535492,0.9889095401849163,BARBUNYA
76848,1094.6109999999999,368.2968728330901,266.48826288942587,1.382037876039245,0.6902518779740942,78146,312.8033128561905,0.7900483191117508,0.9833900647505951,0.8059773125191628,0.8493238360944515,0.004792536862808272,0.001538290915604147,0.7213509785581949,0.9969343742853986,BARBUNYA
75515,1109.067,396.89851365527227,243.92471744930862,1.6271352809407436,0.7888567996169146,76863,310.07851299417024,0.7923508735113582,0.9824623030586889,0.7714850673928708,0.7812539032672975,0.005255889739194494,0.0012077993989975642,0.6103576613703879,0.9931344848082415,BARBUNYA
51906,896.485,327.3825036135615,202.81318007378545,1.6142072398571754,0.7849973332052351,52774,257.07736541559495,0.7763270067752501,0.9835525069162845,0.8115987542491893,0.7852507772347117,0.0063072188882510975,0.0014792826569994093,0.616618783147719,0.9953505039889695,BARBUNYA
68062,1016.6659999999998,375.2806725760292,232.54833562023282,1.6137749237168824,0.7848663347631727,69176,294.3793978758783,0.7373838053346623,0.9838961489533943,0.8274808864341986,0.7844246170610855,0.005513806126414581,0.0012877635012644771,0.6153219798514304,0.9929911810960631,BARBUNYA
66370,1004.139,339.2870724377224,249.88308460283724,1.3577832728333066,0.6764434615624486,67637,290.69727997363987,0.7205358693764113,0.9812676493635141,0.8271685459616656,0.8567885533776081,0.005112054730114847,0.0016992993074078024,0.7340866251988943,0.9967305405057114,BARBUNYA
72511,1130.101,412.4255676456467,225.2915917957813,1.8306300930196082,0.8376156691376859,74018,303.84843693573833,0.6585323767141948,0.9796400875462725,0.7134757885160503,0.7367352093864434,0.005687765547925786,0.0010336348702644068,0.5427787687496869,0.9936271479253077,BARBUNYA
70027,1018.064,372.3035743259188,240.1702666954873,1.5501651367942386,0.7641044340494773,70967,298.59863629824105,0.7798801674982181,0.9867544069778912,0.8490342778624667,0.8020300015622315,0.005316571812671095,0.0013569814290373887,0.6432521234059132,0.9971470158727116,BARBUNYA
65459,1000.764,348.1530578522245,241.19683757544013,1.4434395631050976,0.7211397166878936,66423,288.69531925339385,0.7134884734862935,0.9854869548198666,0.8213265876144182,0.8292195422162059,0.005318643087309988,0.0015511675988450417,0.6876050491932543,0.9925163317963701,BARBUNYA
59244,934.803,340.33006203154804,222.21342204184708,1.5315459296039162,0.7574139132167027,60023,274.64850916815476,0.7044554632040809,0.9870216417040134,0.8519498726613423,0.8070063147777269,0.005744549018154548,0.001502946199670902,0.6512591920911275,0.9974333647643012,BARBUNYA
58208,941.5879999999999,331.7551132488046,224.1314496810342,1.4801809996809092,0.7372747298366751,59272,272.23652844529215,0.7889828670570376,0.9820488594952085,0.8250318437459532,0.8205948230287694,0.005699476244653735,0.0015941522689856488,0.6733758635816172,0.9967181589172336,BARBUNYA
74894,1116.179,385.6530932107398,249.14620370742088,1.5478987336432495,0.7633060152498291,76098,308.80091072306647,0.7904963955120695,0.9841782964072643,0.7554212470351246,0.8007219860526892,0.005149318946921513,0.0013057395811694507,0.641155698948163,0.9924440944700141,BARBUNYA
77455,1150.021,416.51597542567646,239.37808540934932,1.739992091228451,0.8183534533554824,79244,314.0362541769055,0.7692116710032375,0.9774241582958962,0.7359491034169688,0.7539596863144628,0.0053775221151078235,0.0010719004867507833,0.5684552085874033,0.989107567159701,BARBUNYA
69339,1031.231,374.91212537299003,236.39899900182388,1.5859294115289273,0.7761526217702283,70486,297.12818242703173,0.7114538122941484,0.9837272649887921,0.8193614332327386,0.792527534636088,0.005406944509914911,0.001315797673986553,0.6280998931563557,0.9961220939348412,BARBUNYA
62218,969.4590000000001,346.4144781152973,229.75468792597815,1.5077580407277886,0.7484099751569753,63385,281.4576664337505,0.7944278454505989,0.9815887039520391,0.8318921325049707,0.812488173026281,0.005567753352973373,0.0014966765095974347,0.6601370313075838,0.9953269169361814,BARBUNYA
50486,982.6659999999999,325.5099200568053,198.52382863682286,1.639651634224168,0.792489429545824,51525,253.53652923296758,0.7999429585498796,0.9798350315380883,0.6570054427045712,0.7788903305580441,0.006447528424846597,0.0014637883207603219,0.6066701470368192,0.9947276980239369,BARBUNYA
71483,1093.388,372.0698312126485,245.10758137691766,1.5179858130968737,0.7523464209804768,72960,301.6868946048264,0.7204132023179642,0.9797560307017544,0.7513876080627744,0.8108340674157044,0.005205011418276353,0.0013878080392207763,0.6574518848818951,0.9980026340445157,BARBUNYA
64734,1032.0919999999999,372.8922115956568,224.14631970663697,1.6636106811108864,0.7991721806473743,66426,287.09212578697804,0.6918021224071046,0.9745280462469514,0.7636695672580526,0.7699064685702915,0.005760376488331585,0.0012484826337905187,0.5927559703463772,0.9861151635604809,BARBUNYA
71742,1057.8549999999998,360.1150077974531,254.16616859359138,1.4168487088195936,0.7084194624888775,73033,302.23294231170445,0.7300944394691851,0.9823230594388838,0.8056215176396648,0.8392678332409172,0.005019584173809666,0.0015362072722959065,0.7043704959129038,0.9979864276648145,BARBUNYA
66371,1046.92,371.4274243149216,228.27101279079793,1.627133553988834,0.7888562914435292,68131,290.6994699403793,0.7151662087172027,0.9741674127783241,0.7609589549252235,0.7826548362080673,0.005596230647646134,0.001295258530084052,0.6125485926398767,0.9966983685329811,BARBUNYA
61959,933.915,338.52762557760025,234.38429845317353,1.4443272344253597,0.7215485190595043,62621,280.87123197694336,0.8223045070871158,0.9894284664888775,0.8926877231337784,0.8296848196590078,0.0054637361090011174,0.0015970630226742803,0.6883768999726003,0.9942415041797283,BARBUNYA
78753,1088.013,376.49234718148494,267.14367473748104,1.4093253285950325,0.7046456504332596,79877,316.65664980626616,0.7410512646793135,0.9859283648609738,0.8360048591130249,0.8410706145206838,0.004780673081425278,0.0014757019394085991,0.7073997786102004,0.996956425437874,BARBUNYA
59295,964.167,350.03022804376974,216.35245203941565,1.617870399638458,0.786102245724851,60252,274.7666988648214,0.7767225569819229,0.9841167098187612,0.80153669836562,0.78497991559307,0.005903199730900915,0.001382615497749174,0.6161934678845036,0.996921172140909,BARBUNYA
75899,1141.825,377.26580142839225,257.432096750058,1.4654963626959125,0.7310138143453582,77693,310.8659006804286,0.7470962280494527,0.9769091166514358,0.7315547302954859,0.8239970320750982,0.004970629407876155,0.0014134932450444264,0.6789711088685707,0.9950296904225008,BARBUNYA
65935,1007.8699999999999,368.86491786551164,228.98362566691137,1.6108790171838625,0.7839855415916539,66901,289.7430747785233,0.6817664819257176,0.9855607539498662,0.8156744108860069,0.7854991373404716,0.00559437200069025,0.0013137537056943426,0.6170088947626251,0.9939266819889186,BARBUNYA
63958,1016.1029999999998,381.8207997492616,213.89627832206983,1.785074535866131,0.8283569149658797,65090,285.36617669613815,0.7580207407407408,0.9826086956521739,0.7784473982887613,0.7473824812151031,0.005969867721774627,0.0011489896742405525,0.5585805732272439,0.9971079574974597,BARBUNYA
66520,1002.344,374.9274984041285,226.5619618390961,1.6548563375806278,0.7967704748141253,67511,291.025590826276,0.7416409307303803,0.9853209106664099,0.8320099393294337,0.7762183143808354,0.005636312363261103,0.0012621482168498838,0.6025148715802254,0.9970755537211141,BARBUNYA
65707,1000.6529999999999,361.11582248314465,233.20335911889367,1.5485018048090704,0.763518891857622,66803,289.2416822761086,0.8199947585828207,0.9835935511878209,0.8246212070354058,0.8009665161919322,0.005495850099428442,0.0013953144308641507,0.6415473600606406,0.9934372449243967,BARBUNYA
75409,1085.018,386.6434520586245,249.80176285620126,1.5478011349391332,0.7632715351418532,76423,309.8608087979729,0.8231435089672637,0.9867317430616438,0.8049319380372598,0.8014122756978449,0.005127285231983245,0.0013046415408457081,0.6422616356391984,0.9940932885702155,BARBUNYA
79828,1120.981,352.0899634473451,289.49974648948586,1.2162012841698029,0.5691520154046741,81337,318.81054935042306,0.7303234069804675,0.9814475576920713,0.7983045589730712,0.9054803670883423,0.004410607348891931,0.001828918329482289,0.8198946951824394,0.9971569811648919,BARBUNYA
63608,972.4630000000001,322.7578654684382,251.5858028049892,1.2828937955557704,0.626417468942593,64527,284.5842950015236,0.7807919868411362,0.9857578997938847,0.8452310285361639,0.8817269087725843,0.0050741709449823634,0.0018918262035101463,0.7774423416536573,0.9973759565098262,BARBUNYA
77511,1065.949,361.2097371233145,275.0141599676447,1.3134223240207366,0.6483179270155454,78676,314.1497578416498,0.7828761312217195,0.9851924347958717,0.8572359009270886,0.8697156404020229,0.004660109366713299,0.0016446935631745615,0.7564052951599007,0.9934796006705081,BARBUNYA
72624,1080.984,378.05047813908163,246.5251456789669,1.5335169039161276,0.7581365378499759,73969,304.08510107673226,0.7250726330607722,0.9818167069988779,0.7810008340840889,0.8043505263465422,0.005205586006541661,0.001344097552826576,0.6469797692339594,0.9921544126120321,BARBUNYA
47940,854.752,284.15378866300335,215.15725127136207,1.3206795819519976,0.6531994064101656,48828,247.06093129955553,0.7601078167115903,0.9818137134431064,0.8245702134319958,0.8694620348439602,0.005927279696766862,0.0020894773941156275,0.7559642300349999,0.9983865232932875,BARBUNYA
70466,1051.738,379.7271200116001,238.29547507110658,1.593513766462795,0.7785811007692229,71737,299.53313299083953,0.7798362107127047,0.9822825041470928,0.8005239919705632,0.7888115365099265,0.005388799137337157,0.001286959183127484,0.6222236401311512,0.9915219363675815,BARBUNYA
72828,1057.8960000000002,378.0114377762322,246.12484380493405,1.535852423235359,0.758988333024108,73854,304.51188739353415,0.715951318298893,0.9861077260541068,0.81775328518398,0.8055626284350506,0.005190468470591424,0.0013482907688428616,0.6489311483311873,0.9966624766773583,BARBUNYA
81020,1107.628,381.55145746249246,271.3382108100131,1.406184025181949,0.7030458989442214,82059,321.1819856630239,0.8040250873293109,0.9873383784837738,0.8298779991283288,0.8417789511250837,0.004709349018297858,0.001458588846778698,0.708591802557246,0.9964104731308812,BARBUNYA
65617,977.81,351.8985885612919,238.9379580866096,1.4727613451594685,0.7341413810521672,66608,289.04352476208004,0.7154913912484053,0.985121907278405,0.8624169542888807,0.8213830181695541,0.005362917971886735,0.001505787875371841,0.6746700625373259,0.9936279888412949,BARBUNYA
93262,1206.743,410.56139598606217,290.6016207555316,1.412798025415855,0.7063975930039151,94988,344.5937701425995,0.7297267691152076,0.9818292836989936,0.8047945229690605,0.8393233594575411,0.004402236666445735,0.0013476291315478461,0.7044637017310929,0.9952649267828318,BARBUNYA
65686,1015.6749999999998,352.451030103326,237.83804485973968,1.481895086680422,0.7379900402265277,66838,289.1954576674293,0.7717232952676347,0.9827642957598971,0.8001532147467607,0.8205266348140551,0.005365694822387206,0.001500294314035301,0.6732639584392778,0.9977065520501773,BARBUNYA
85567,1156.3990000000001,415.48658412015084,262.7697629804382,1.581181104734191,0.7746104754076122,86970,330.07164089687205,0.7115758835758835,0.9838680004599287,0.8040827678396387,0.7944218983528517,0.004855687170523109,0.001192985843807234,0.6311061525825487,0.9978931235450196,BARBUNYA
91233,1271.386,440.8110544089143,264.47060496961217,1.6667676714376773,0.8000272683445693,93179,340.82468130231285,0.6840080971659919,0.9791154659311647,0.7092624538758576,0.773176348218686,0.004831706229203405,0.001065110154158542,0.5978016654447826,0.996396489894966,BARBUNYA
61055,977.9269999999999,346.61798865632124,226.66708058772682,1.5291942162821914,0.7565471293986356,62594,278.8147062186738,0.8052624637298865,0.9754129788797649,0.8022657017780235,0.8043861407756429,0.005677143373291642,0.0014661146793647983,0.6470370634719321,0.9894453351814918,BARBUNYA
59100,1057.719,351.9312622473993,215.12718416456107,1.6359218553160173,0.7914173857510337,60703,274.3145222073525,0.778707424731537,0.9735927384149053,0.6638297831855647,0.7794548300585924,0.0059548436928493955,0.0013558571615886771,0.6075498321016694,0.9939040485286976,BARBUNYA
94287,1217.589,440.1625025507224,274.6010293572104,1.6029164332743415,0.7815338480059728,96147,346.482231801927,0.81100818001187,0.9806546226091297,0.7992087864794395,0.7871688973823933,0.004668326519570274,0.0011056373235246453,0.6196348730062128,0.9932229205715181,BARBUNYA
58299,913.932,348.27189941269563,213.73386545570492,1.6294652168019341,0.7895406397274648,58881,272.44924705074015,0.7191192796348834,0.990115657003108,0.8770880659541349,0.7822889171081039,0.005973891480346071,0.001380084893011909,0.6119759498301699,0.9971935237675874,BARBUNYA
67236,1008.387,344.0350656046625,249.566195033015,1.3785323190873278,0.6883178921995482,68429,292.58765187514905,0.755036496350365,0.9825658711949612,0.8309162572092031,0.8504588082058103,0.005116828270638684,0.001651177409762576,0.7232801844548471,0.9970651100264508,BARBUNYA
70675,1041.369,365.76785278394163,248.69083368132178,1.4707733589113505,0.7332914806537988,71996,299.9770071591448,0.7614199525964231,0.9816517584310239,0.8189669780367648,0.8201295025682332,0.005175349880211413,0.0014442727549441045,0.6726124009828177,0.9892604002389268,BARBUNYA
56644,961.412,343.12276779123266,210.50200178609072,1.6300214006511413,0.7897033599535622,57622,268.55424176873197,0.7956735496558506,0.9830273159557114,0.770095704694894,0.7826768345845512,0.006057530679175776,0.0014021849606244794,0.612583027395293,0.9985234443299921,BARBUNYA
76075,1119.386,405.83480557607436,239.85527456943288,1.691998670050485,0.806659091764199,77227,311.2261209566567,0.6781511855945801,0.9850829373146698,0.7629429831969794,0.7668788302050078,0.005334667178127826,0.0011381358125721617,0.5881031402166013,0.9950697310990032,BARBUNYA
